gene	type
Zm00001eb118120	SD
Zm00001eb421460	SD
Zm00001eb389870	SD
Zm00001eb059970	SD
Zm00001eb293370	SD
Zm00001eb040150	SD
Zm00001eb184540	SD
Zm00001eb103730	SD
Zm00001eb121600	SD
Zm00001eb125440	SD
Zm00001eb104790	SD
Zm00001eb104880	SD
Zm00001eb000370	SD
Zm00001eb022070	SD
Zm00001eb321720	SD
Zm00001eb391370	SD
Zm00001eb202690	SD
Zm00001eb007270	SD
Zm00001eb393270	SD
Zm00001eb319730	SD
Zm00001eb421530	SD
Zm00001eb110760	SD
Zm00001eb386770	SD
Zm00001eb404560	SD
Zm00001eb147710	SD
Zm00001eb035860	SD
Zm00001eb360250	SD
Zm00001eb179000	SD
Zm00001eb251510	SD
Zm00001eb186320	SD
Zm00001eb015940	SD
Zm00001eb329490	SD
Zm00001eb020660	SD
Zm00001eb084720	SD
Zm00001eb402430	SD
Zm00001eb326000	SD
Zm00001eb174000	SD
Zm00001eb242440	SD
Zm00001eb406760	SD
Zm00001eb374040	SD
Zm00001eb328920	SD
Zm00001eb327570	SD
Zm00001eb081540	SD
Zm00001eb311660	SD
Zm00001eb268790	SD
Zm00001eb325410	SD
Zm00001eb293510	SD
Zm00001eb123250	SD
Zm00001eb018460	SD
Zm00001eb429870	SD
Zm00001eb038070	SD
Zm00001eb315050	SD
Zm00001eb258390	SD
Zm00001eb335320	SD
Zm00001eb221430	SD
Zm00001eb208000	SD
Zm00001eb038860	SD
Zm00001eb199660	SD
Zm00001eb219530	SD
Zm00001eb225200	SD
Zm00001eb047590	SD
Zm00001eb110100	SD
Zm00001eb146100	SD
Zm00001eb201570	SD
Zm00001eb041600	SD
Zm00001eb245560	SD
Zm00001eb216900	SD
Zm00001eb315990	SD
Zm00001eb336500	SD
Zm00001eb384760	SD
Zm00001eb360530	SD
Zm00001eb330750	SD
Zm00001eb202890	SD
Zm00001eb248510	SD
Zm00001eb094350	SD
Zm00001eb023400	SD
Zm00001eb328390	SD
Zm00001eb120710	SD
Zm00001eb151170	SD
Zm00001eb074540	SD
Zm00001eb037530	SD
Zm00001eb335800	SD
Zm00001eb278830	SD
Zm00001eb343680	SD
Zm00001eb143580	SD
Zm00001eb119130	SD
Zm00001eb349920	SD
Zm00001eb044880	SD
Zm00001eb183830	SD
Zm00001eb413890	SD
Zm00001eb329550	SD
Zm00001eb047460	SD
Zm00001eb036750	SD
Zm00001eb038240	SD
Zm00001eb292930	SD
Zm00001eb109980	SD
Zm00001eb344420	SD
Zm00001eb172130	SD
Zm00001eb228050	SD
Zm00001eb103980	SD
Zm00001eb340570	SD
Zm00001eb405720	SD
Zm00001eb398670	SD
Zm00001eb103100	SD
Zm00001eb185830	SD
Zm00001eb158820	SD
Zm00001eb202670	SD
Zm00001eb287370	SD
Zm00001eb372420	SD
Zm00001eb104410	SD
Zm00001eb384990	SD
Zm00001eb332510	SD
Zm00001eb102210	SD
Zm00001eb206750	SD
Zm00001eb258230	SD
Zm00001eb407050	SD
Zm00001eb117150	SD
Zm00001eb193730	SD
Zm00001eb264730	SD
Zm00001eb313030	SD
Zm00001eb348550	SD
Zm00001eb100800	SD
Zm00001eb103250	SD
Zm00001eb318400	SD
Zm00001eb279640	SD
Zm00001eb097480	SD
Zm00001eb195570	SD
Zm00001eb193260	SD
Zm00001eb146230	SD
Zm00001eb193550	SD
Zm00001eb092480	SD
Zm00001eb198430	SD
Zm00001eb330770	SD
Zm00001eb180920	SD
Zm00001eb215010	SD
Zm00001eb431370	SD
Zm00001eb427040	SD
Zm00001eb074660	SD
Zm00001eb390860	SD
Zm00001eb369780	SD
Zm00001eb028980	SD
Zm00001eb321750	SD
Zm00001eb006550	SD
Zm00001eb075230	SD
Zm00001eb424290	SD
Zm00001eb122410	SD
Zm00001eb373370	SD
Zm00001eb372100	SD
Zm00001eb366690	SD
Zm00001eb425680	SD
Zm00001eb427210	SD
Zm00001eb215580	SD
Zm00001eb233230	SD
Zm00001eb248640	SD
Zm00001eb426970	SD
Zm00001eb291980	SD
Zm00001eb185160	SD
Zm00001eb082140	SD
Zm00001eb252880	SD
Zm00001eb224520	SD
Zm00001eb007860	SD
Zm00001eb151870	SD
Zm00001eb021800	SD
Zm00001eb243010	SD
Zm00001eb064010	SD
Zm00001eb428030	SD
Zm00001eb146690	SD
Zm00001eb010570	SD
Zm00001eb111290	SD
Zm00001eb186480	SD
Zm00001eb386260	SD
Zm00001eb257120	SD
Zm00001eb147890	SD
Zm00001eb102540	SD
Zm00001eb007870	SD
Zm00001eb363940	SD
Zm00001eb244960	SD
Zm00001eb148980	SD
Zm00001eb078770	SD
Zm00001eb213990	SD
Zm00001eb047360	SD
Zm00001eb187190	SD
Zm00001eb353820	SD
Zm00001eb022720	SD
Zm00001eb041230	SD
Zm00001eb335870	SD
Zm00001eb289320	SD
Zm00001eb160700	SD
Zm00001eb394420	SD
Zm00001eb075300	SD
Zm00001eb146660	SD
Zm00001eb013300	SD
Zm00001eb060660	SD
Zm00001eb244920	SD
Zm00001eb342330	SD
Zm00001eb270380	SD
Zm00001eb265710	SD
Zm00001eb368490	SD
Zm00001eb146960	SD
Zm00001eb194500	SD
Zm00001eb433910	SD
Zm00001eb022240	SD
Zm00001eb294780	SD
Zm00001eb139830	SD
Zm00001eb074510	SD
Zm00001eb398110	SD
Zm00001eb249450	SD
Zm00001eb352540	SD
Zm00001eb342910	SD
Zm00001eb416800	SD
Zm00001eb427520	SD
Zm00001eb145370	SD
Zm00001eb153940	SD
Zm00001eb316270	SD
Zm00001eb348490	SD
Zm00001eb233560	SD
Zm00001eb091630	SD
Zm00001eb317130	SD
Zm00001eb037200	SD
Zm00001eb149090	SD
Zm00001eb402630	SD
Zm00001eb212410	SD
Zm00001eb010340	SD
Zm00001eb366890	SD
Zm00001eb041780	SD
Zm00001eb211730	SD
Zm00001eb099420	SD
Zm00001eb294940	SD
Zm00001eb335300	SD
Zm00001eb100130	SD
Zm00001eb122690	SD
Zm00001eb402080	SD
Zm00001eb087650	SD
Zm00001eb204420	SD
Zm00001eb077170	SD
Zm00001eb061300	SD
Zm00001eb274340	SD
Zm00001eb157410	SD
Zm00001eb250560	SD
Zm00001eb293480	SD
Zm00001eb239430	SD
Zm00001eb072290	SD
Zm00001eb197620	SD
Zm00001eb103720	SD
Zm00001eb040070	SD
Zm00001eb107180	SD
Zm00001eb353610	SD
Zm00001eb193040	SD
Zm00001eb253750	SD
Zm00001eb398660	SD
Zm00001eb344600	SD
Zm00001eb194320	SD
Zm00001eb251300	SD
Zm00001eb008690	SD
Zm00001eb195010	SD
Zm00001eb105640	SD
Zm00001eb273120	SD
Zm00001eb130410	SD
Zm00001eb397560	SD
Zm00001eb403200	SD
Zm00001eb249680	SD
Zm00001eb061640	SD
Zm00001eb100010	SD
Zm00001eb051150	SD
Zm00001eb426710	SD
Zm00001eb097040	SD
Zm00001eb400970	SD
Zm00001eb274710	SD
Zm00001eb066480	SD
Zm00001eb159260	SD
Zm00001eb222820	SD
Zm00001eb428410	SD
Zm00001eb253670	SD
Zm00001eb282300	SD
Zm00001eb141230	SD
Zm00001eb315000	SD
Zm00001eb358060	SD
Zm00001eb256950	SD
Zm00001eb396130	SD
Zm00001eb060070	SD
Zm00001eb068530	SD
Zm00001eb384710	SD
Zm00001eb398880	SD
Zm00001eb393110	SD
Zm00001eb360570	SD
Zm00001eb195460	SD
Zm00001eb312010	SD
Zm00001eb335080	SD
Zm00001eb211910	SD
Zm00001eb362350	SD
Zm00001eb343340	SD
Zm00001eb162290	SD
Zm00001eb303530	SD
Zm00001eb267580	SD
Zm00001eb037960	SD
Zm00001eb108920	SD
Zm00001eb215030	SD
Zm00001eb062440	SD
Zm00001eb335910	SD
Zm00001eb375510	SD
Zm00001eb094960	SD
Zm00001eb279840	SD
Zm00001eb263670	SD
Zm00001eb004260	SD
Zm00001eb136720	SD
Zm00001eb184080	SD
Zm00001eb366760	SD
Zm00001eb020350	SD
Zm00001eb427430	SD
Zm00001eb157160	SD
Zm00001eb337950	SD
Zm00001eb180720	SD
Zm00001eb150180	SD
Zm00001eb252740	SD
Zm00001eb003470	SD
Zm00001eb393530	SD
Zm00001eb186570	SD
Zm00001eb197220	SD
Zm00001eb207130	SD
Zm00001eb317890	SD
Zm00001eb044660	SD
Zm00001eb336370	SD
Zm00001eb101680	SD
Zm00001eb059560	SD
Zm00001eb304600	SD
Zm00001eb070030	SD
Zm00001eb370560	SD
Zm00001eb246630	SD
Zm00001eb344240	SD
Zm00001eb434320	SD
Zm00001eb326680	SD
Zm00001eb284070	SD
Zm00001eb246590	SD
Zm00001eb329530	SD
Zm00001eb071460	SD
Zm00001eb194200	SD
Zm00001eb350730	SD
Zm00001eb057470	SD
Zm00001eb041460	SD
Zm00001eb098270	SD
Zm00001eb152120	SD
Zm00001eb101080	SD
Zm00001eb290220	SD
Zm00001eb366770	SD
Zm00001eb100910	SD
Zm00001eb351880	SD
Zm00001eb414310	SD
Zm00001eb315310	SD
Zm00001eb401790	SD
Zm00001eb190020	SD
Zm00001eb243890	SD
Zm00001eb294400	SD
Zm00001eb104970	SD
Zm00001eb186820	SD
Zm00001eb064520	SD
Zm00001eb394740	SD
Zm00001eb146950	SD
Zm00001eb373960	SD
Zm00001eb304350	SD
Zm00001eb362800	SD
Zm00001eb327870	SD
Zm00001eb330640	SD
Zm00001eb017180	SD
Zm00001eb319500	SD
Zm00001eb399240	SD
Zm00001eb345080	SD
Zm00001eb075400	SD
Zm00001eb065850	SD
Zm00001eb430450	SD
Zm00001eb431910	SD
Zm00001eb111750	SD
Zm00001eb292430	SD
Zm00001eb103330	SD
Zm00001eb400500	SD
Zm00001eb050310	SD
Zm00001eb317770	SD
Zm00001eb109810	SD
Zm00001eb011470	SD
Zm00001eb270240	SD
Zm00001eb101420	SD
Zm00001eb248300	SD
Zm00001eb231220	SD
Zm00001eb140260	SD
Zm00001eb102450	SD
Zm00001eb075580	SD
Zm00001eb085050	SD
Zm00001eb281870	SD
Zm00001eb375570	SD
Zm00001eb122740	SD
Zm00001eb417140	SD
Zm00001eb355790	SD
Zm00001eb403820	SD
Zm00001eb432060	SD
Zm00001eb314810	SD
Zm00001eb100380	SD
Zm00001eb397280	SD
Zm00001eb123870	SD
Zm00001eb366050	SD
Zm00001eb219300	SD
Zm00001eb369850	SD
Zm00001eb140730	SD
Zm00001eb369560	SD
Zm00001eb074180	SD
Zm00001eb214740	SD
Zm00001eb370500	SD
Zm00001eb406340	SD
Zm00001eb078600	SD
Zm00001eb396690	SD
Zm00001eb152830	SD
Zm00001eb221650	SD
Zm00001eb394490	SD
Zm00001eb081390	SD
Zm00001eb162550	SD
Zm00001eb183200	SD
Zm00001eb216060	SD
Zm00001eb260280	SD
Zm00001eb274360	SD
Zm00001eb033670	SD
Zm00001eb426880	SD
Zm00001eb245070	SD
Zm00001eb041800	SD
Zm00001eb006930	SD
Zm00001eb038320	SD
Zm00001eb277570	SD
Zm00001eb339850	SD
Zm00001eb278450	SD
Zm00001eb006360	SD
Zm00001eb108210	SD
Zm00001eb276620	SD
Zm00001eb007950	SD
Zm00001eb079190	SD
Zm00001eb142760	SD
Zm00001eb421640	SD
Zm00001eb327210	SD
Zm00001eb273240	SD
Zm00001eb320370	SD
Zm00001eb157720	SD
Zm00001eb174060	SD
Zm00001eb193120	SD
Zm00001eb245300	SD
Zm00001eb092690	SD
Zm00001eb366440	SD
Zm00001eb255480	SD
Zm00001eb154390	SD
Zm00001eb318900	SD
Zm00001eb354260	SD
Zm00001eb348850	SD
Zm00001eb108490	SD
Zm00001eb214070	SD
Zm00001eb109190	SD
Zm00001eb384700	SD
Zm00001eb056870	SD
Zm00001eb004030	SD
Zm00001eb004630	SD
Zm00001eb058550	SD
Zm00001eb274330	SD
Zm00001eb277690	SD
Zm00001eb150840	SD
Zm00001eb340290	SD
Zm00001eb230510	SD
Zm00001eb248610	SD
Zm00001eb143270	SD
Zm00001eb294370	SD
Zm00001eb089680	SD
Zm00001eb343640	SD
Zm00001eb245180	SD
Zm00001eb342660	SD
Zm00001eb041990	SD
Zm00001eb255860	SD
Zm00001eb187250	SD
Zm00001eb109950	SD
Zm00001eb186280	SD
Zm00001eb404570	SD
Zm00001eb100050	SD
Zm00001eb367200	SD
Zm00001eb393430	SD
Zm00001eb229950	SD
Zm00001eb054800	SD
Zm00001eb107150	SD
Zm00001eb248210	SD
Zm00001eb317720	SD
Zm00001eb193060	SD
Zm00001eb283560	SD
Zm00001eb064080	SD
Zm00001eb370770	SD
Zm00001eb397400	SD
Zm00001eb255670	SD
Zm00001eb040350	SD
Zm00001eb217370	SD
Zm00001eb418960	SD
Zm00001eb361330	SD
Zm00001eb152630	SD
Zm00001eb327450	SD
Zm00001eb155080	SD
Zm00001eb209830	SD
Zm00001eb005990	SD
Zm00001eb352580	SD
Zm00001eb013870	SD
Zm00001eb429400	SD
Zm00001eb060950	SD
Zm00001eb184610	SD
Zm00001eb360900	SD
Zm00001eb421610	SD
Zm00001eb403750	SD
Zm00001eb219490	SD
Zm00001eb403030	SD
Zm00001eb220790	SD
Zm00001eb114260	SD
Zm00001eb292790	SD
Zm00001eb036920	SD
Zm00001eb151280	SD
Zm00001eb405430	SD
Zm00001eb348760	SD
Zm00001eb163260	SD
Zm00001eb242760	SD
Zm00001eb146130	SD
Zm00001eb021920	SD
Zm00001eb378390	SD
Zm00001eb211780	SD
Zm00001eb194620	SD
Zm00001eb135570	SD
Zm00001eb119790	SD
Zm00001eb040530	SD
Zm00001eb359540	SD
Zm00001eb292680	SD
Zm00001eb052520	SD
Zm00001eb276700	SD
Zm00001eb348810	SD
Zm00001eb218020	SD
Zm00001eb332360	SD
Zm00001eb249260	SD
Zm00001eb101340	SD
Zm00001eb110070	SD
Zm00001eb291610	SD
Zm00001eb353670	SD
Zm00001eb328400	SD
Zm00001eb416660	SD
Zm00001eb130210	SD
Zm00001eb153470	SD
Zm00001eb269500	SD
Zm00001eb099460	SD
Zm00001eb209930	SD
Zm00001eb001670	SD
Zm00001eb425720	SD
Zm00001eb031030	SD
Zm00001eb207850	SD
Zm00001eb136950	SD
Zm00001eb059770	SD
Zm00001eb044960	SD
Zm00001eb289720	SD
Zm00001eb364520	SD
Zm00001eb186490	SD
Zm00001eb331480	SD
Zm00001eb364380	SD
Zm00001eb236060	SD
Zm00001eb328440	SD
Zm00001eb371340	SD
Zm00001eb031190	SD
Zm00001eb315330	SD
Zm00001eb214040	SD
Zm00001eb004140	SD
Zm00001eb061000	SD
Zm00001eb318060	SD
Zm00001eb217160	SD
Zm00001eb294860	SD
Zm00001eb227450	SD
Zm00001eb054880	SD
Zm00001eb079910	SD
Zm00001eb256910	SD
Zm00001eb204410	SD
Zm00001eb419900	SD
Zm00001eb053810	SD
Zm00001eb266260	SD
Zm00001eb371270	SD
Zm00001eb388550	SD
Zm00001eb290990	SD
Zm00001eb006150	SD
Zm00001eb041900	SD
Zm00001eb051060	SD
Zm00001eb352140	SD
Zm00001eb253240	SD
Zm00001eb362850	SD
Zm00001eb327140	SD
Zm00001eb002800	SD
Zm00001eb413180	SD
Zm00001eb233530	SD
Zm00001eb114360	SD
Zm00001eb248630	SD
Zm00001eb217750	SD
Zm00001eb413250	SD
Zm00001eb019630	SD
Zm00001eb243730	SD
Zm00001eb148580	SD
Zm00001eb083540	SD
Zm00001eb337260	SD
Zm00001eb339990	SD
Zm00001eb413260	SD
Zm00001eb030890	SD
Zm00001eb214280	SD
Zm00001eb139490	SD
Zm00001eb142080	SD
Zm00001eb146800	SD
Zm00001eb422110	SD
Zm00001eb059930	SD
Zm00001eb142330	SD
Zm00001eb094970	SD
Zm00001eb106250	SD
Zm00001eb135050	SD
Zm00001eb398870	SD
Zm00001eb198550	SD
Zm00001eb387550	SD
Zm00001eb378800	SD
Zm00001eb210500	SD
Zm00001eb329850	SD
Zm00001eb158370	SD
Zm00001eb059090	SD
Zm00001eb012900	SD
Zm00001eb358220	SD
Zm00001eb302680	SD
Zm00001eb397230	SD
Zm00001eb019920	SD
Zm00001eb179280	SD
Zm00001eb430640	SD
Zm00001eb284120	SD
Zm00001eb396730	SD
Zm00001eb066870	SD
Zm00001eb116400	SD
Zm00001eb296560	SD
Zm00001eb360590	SD
Zm00001eb361180	SD
Zm00001eb272550	SD
Zm00001eb309580	SD
Zm00001eb294180	SD
Zm00001eb155310	SD
Zm00001eb213000	SD
Zm00001eb193370	SD
Zm00001eb271910	SD
Zm00001eb179820	SD
Zm00001eb204450	SD
Zm00001eb149230	SD
Zm00001eb369690	SD
Zm00001eb187290	SD
Zm00001eb061310	SD
Zm00001eb074730	SD
Zm00001eb286220	SD
Zm00001eb376140	SD
Zm00001eb058830	SD
Zm00001eb353330	SD
Zm00001eb195550	SD
Zm00001eb242120	SD
Zm00001eb050330	SD
Zm00001eb328970	SD
Zm00001eb301140	SD
Zm00001eb013780	SD
Zm00001eb430320	SD
Zm00001eb248270	SD
Zm00001eb157350	SD
Zm00001eb104110	SD
Zm00001eb426200	SD
Zm00001eb043850	SD
Zm00001eb103500	SD
Zm00001eb081100	SD
Zm00001eb152680	SD
Zm00001eb010170	SD
Zm00001eb183410	SD
Zm00001eb244980	SD
Zm00001eb319570	SD
Zm00001eb334200	SD
Zm00001eb207660	SD
Zm00001eb193940	SD
Zm00001eb405310	SD
Zm00001eb099480	SD
Zm00001eb187170	SD
Zm00001eb129440	SD
Zm00001eb136170	SD
Zm00001eb262430	SD
Zm00001eb002240	SD
Zm00001eb206340	SD
Zm00001eb156330	SD
Zm00001eb302700	SD
Zm00001eb256300	SD
Zm00001eb223580	SD
Zm00001eb335820	SD
Zm00001eb185560	SD
Zm00001eb172110	SD
Zm00001eb405140	SD
Zm00001eb211120	SD
Zm00001eb348670	SD
Zm00001eb204180	SD
Zm00001eb384860	SD
Zm00001eb006850	SD
Zm00001eb064470	SD
Zm00001eb290310	SD
Zm00001eb323460	SD
Zm00001eb292740	SD
Zm00001eb273070	SD
Zm00001eb386280	SD
Zm00001eb249470	SD
Zm00001eb433890	SD
Zm00001eb394200	SD
Zm00001eb275650	SD
Zm00001eb423300	SD
Zm00001eb311820	SD
Zm00001eb001760	SD
Zm00001eb150320	SD
Zm00001eb098230	SD
Zm00001eb191170	SD
Zm00001eb099070	SD
Zm00001eb068050	SD
Zm00001eb076740	SD
Zm00001eb039550	SD
Zm00001eb373490	SD
Zm00001eb394060	SD
Zm00001eb387020	SD
Zm00001eb343780	SD
Zm00001eb021990	SD
Zm00001eb212510	SD
Zm00001eb098620	SD
Zm00001eb222340	SD
Zm00001eb276740	SD
Zm00001eb372070	SD
Zm00001eb213870	SD
Zm00001eb120650	SD
Zm00001eb136080	SD
Zm00001eb237980	SD
Zm00001eb293350	SD
Zm00001eb326200	SD
Zm00001eb062530	SD
Zm00001eb402760	SD
Zm00001eb370570	SD
Zm00001eb270050	SD
Zm00001eb046750	SD
Zm00001eb432360	SD
Zm00001eb241800	SD
Zm00001eb363050	SD
Zm00001eb094940	SD
Zm00001eb354270	SD
Zm00001eb220990	SD
Zm00001eb185480	SD
Zm00001eb431080	SD
Zm00001eb254260	SD
Zm00001eb433090	SD
Zm00001eb281550	SD
Zm00001eb081280	SD
Zm00001eb045240	SD
Zm00001eb076070	SD
Zm00001eb213110	SD
Zm00001eb036760	SD
Zm00001eb151450	SD
Zm00001eb045800	SD
Zm00001eb187410	SD
Zm00001eb215040	SD
Zm00001eb279290	SD
Zm00001eb390900	SD
Zm00001eb102770	SD
Zm00001eb003110	SD
Zm00001eb277340	SD
Zm00001eb334090	SD
Zm00001eb249210	SD
Zm00001eb343410	SD
Zm00001eb355150	SD
Zm00001eb374880	SD
Zm00001eb024490	SD
Zm00001eb193960	SD
Zm00001eb149740	SD
Zm00001eb362120	SD
Zm00001eb195320	SD
Zm00001eb243290	SD
Zm00001eb233860	SD
Zm00001eb255450	SD
Zm00001eb123000	SD
Zm00001eb304490	SD
Zm00001eb349060	SD
Zm00001eb014210	SD
Zm00001eb427680	SD
Zm00001eb410530	SD
Zm00001eb018140	SD
Zm00001eb433840	SD
Zm00001eb417070	SD
Zm00001eb386910	SD
Zm00001eb394470	SD
Zm00001eb189410	SD
Zm00001eb097050	SD
Zm00001eb364830	SD
Zm00001eb279060	SD
Zm00001eb052620	SD
Zm00001eb272170	SD
Zm00001eb432030	SD
Zm00001eb425920	SD
Zm00001eb234870	SD
Zm00001eb053790	SD
Zm00001eb211860	SD
Zm00001eb059720	SD
Zm00001eb323470	SD
Zm00001eb366710	SD
Zm00001eb100540	SD
Zm00001eb221810	SD
Zm00001eb028370	SD
Zm00001eb425590	SD
Zm00001eb005360	SD
Zm00001eb396950	SD
Zm00001eb330020	SD
Zm00001eb075370	SD
Zm00001eb017320	SD
Zm00001eb362760	SD
Zm00001eb074880	SD
Zm00001eb106580	SD
Zm00001eb289520	SD
Zm00001eb249100	SD
Zm00001eb255760	SD
Zm00001eb125270	SD
Zm00001eb404010	SD
Zm00001eb149120	SD
Zm00001eb021440	SD
Zm00001eb249340	SD
Zm00001eb369700	SD
Zm00001eb071470	SD
Zm00001eb321990	SD
Zm00001eb143000	SD
Zm00001eb014980	SD
Zm00001eb432720	SD
Zm00001eb357510	SD
Zm00001eb255230	SD
Zm00001eb032110	SD
Zm00001eb110130	SD
Zm00001eb434010	SD
Zm00001eb400130	SD
Zm00001eb266420	SD
Zm00001eb104320	SD
Zm00001eb194470	SD
Zm00001eb360090	SD
Zm00001eb291720	SD
Zm00001eb222420	SD
Zm00001eb031830	SD
Zm00001eb095030	SD
Zm00001eb433230	SD
Zm00001eb365700	SD
Zm00001eb185900	SD
Zm00001eb057690	SD
Zm00001eb421540	SD
Zm00001eb293470	SD
Zm00001eb252030	SD
Zm00001eb290630	SD
Zm00001eb294170	SD
Zm00001eb383530	SD
Zm00001eb292980	SD
Zm00001eb434140	SD
Zm00001eb148520	SD
Zm00001eb302760	SD
Zm00001eb318180	SD
Zm00001eb156470	SD
Zm00001eb361090	SD
Zm00001eb264630	SD
Zm00001eb427340	SD
Zm00001eb366790	SD
Zm00001eb156710	SD
Zm00001eb155570	SD
Zm00001eb016960	SD
Zm00001eb233820	SD
Zm00001eb270850	SD
Zm00001eb248550	SD
Zm00001eb321580	SD
Zm00001eb387100	SD
Zm00001eb262130	SD
Zm00001eb431990	SD
Zm00001eb352760	SD
Zm00001eb238450	SD
Zm00001eb247530	SD
Zm00001eb387090	SD
Zm00001eb342710	SD
Zm00001eb084290	SD
Zm00001eb194690	SD
Zm00001eb111620	SD
Zm00001eb106290	SD
Zm00001eb322040	SD
Zm00001eb085510	SD
Zm00001eb327740	SD
Zm00001eb102510	SD
Zm00001eb387340	SD
Zm00001eb279340	SD
Zm00001eb171050	SD
Zm00001eb396640	SD
Zm00001eb085520	SD
Zm00001eb246140	SD
Zm00001eb068040	SD
Zm00001eb024270	SD
Zm00001eb131560	SD
Zm00001eb061390	SD
Zm00001eb111780	SD
Zm00001eb125870	SD
Zm00001eb199430	SD
Zm00001eb427400	SD
Zm00001eb359560	SD
Zm00001eb392290	SD
Zm00001eb301590	SD
Zm00001eb352570	SD
Zm00001eb254440	SD
Zm00001eb185130	SD
Zm00001eb102300	SD
Zm00001eb252230	SD
Zm00001eb033630	SD
Zm00001eb113280	SD
Zm00001eb239390	SD
Zm00001eb211530	SD
Zm00001eb342630	SD
Zm00001eb316220	SD
Zm00001eb126790	SD
Zm00001eb215980	SD
Zm00001eb033910	SD
Zm00001eb218190	SD
Zm00001eb330780	SD
Zm00001eb428110	SD
Zm00001eb183750	SD
Zm00001eb360290	SD
Zm00001eb048910	SD
Zm00001eb122760	SD
Zm00001eb397490	SD
Zm00001eb000980	SD
Zm00001eb110680	SD
Zm00001eb120590	SD
Zm00001eb108530	SD
Zm00001eb186060	SD
Zm00001eb075630	SD
Zm00001eb326830	SD
Zm00001eb433320	SD
Zm00001eb326310	SD
Zm00001eb221000	SD
Zm00001eb193820	SD
Zm00001eb208230	SD
Zm00001eb255570	SD
Zm00001eb189970	SD
Zm00001eb416580	SD
Zm00001eb161140	SD
Zm00001eb245220	SD
Zm00001eb431690	SD
Zm00001eb178110	SD
Zm00001eb291920	SD
Zm00001eb273390	SD
Zm00001eb251250	SD
Zm00001eb173510	SD
Zm00001eb422450	SD
Zm00001eb295090	SD
Zm00001eb103830	SD
Zm00001eb380530	SD
Zm00001eb353290	SD
Zm00001eb100670	SD
Zm00001eb108360	SD
Zm00001eb393180	SD
Zm00001eb312390	SD
Zm00001eb384740	SD
Zm00001eb315850	SD
Zm00001eb046600	SD
Zm00001eb101350	SD
Zm00001eb213090	SD
Zm00001eb310730	SD
Zm00001eb318100	SD
Zm00001eb357540	SD
Zm00001eb186300	SD
Zm00001eb351690	SD
Zm00001eb251580	SD
Zm00001eb083600	SD
Zm00001eb183270	SD
Zm00001eb046080	SD
Zm00001eb122320	SD
Zm00001eb072410	SD
Zm00001eb001530	SD
Zm00001eb137960	SD
Zm00001eb059550	SD
Zm00001eb120910	SD
Zm00001eb339110	SD
Zm00001eb300540	SD
Zm00001eb340890	SD
Zm00001eb285760	SD
Zm00001eb296730	SD
Zm00001eb432310	SD
Zm00001eb401140	SD
Zm00001eb080730	SD
Zm00001eb117910	SD
Zm00001eb226070	SD
Zm00001eb343080	SD
Zm00001eb041850	SD
Zm00001eb078560	SD
Zm00001eb402990	SD
Zm00001eb206480	SD
Zm00001eb254850	SD
Zm00001eb102340	SD
Zm00001eb201630	SD
Zm00001eb235930	SD
Zm00001eb263570	SD
Zm00001eb116960	SD
Zm00001eb363300	SD
Zm00001eb142990	SD
Zm00001eb279570	SD
Zm00001eb256750	SD
Zm00001eb217340	SD
Zm00001eb069720	SD
Zm00001eb388100	SD
Zm00001eb348870	SD
Zm00001eb119850	SD
Zm00001eb277150	SD
Zm00001eb321670	SD
Zm00001eb374000	SD
Zm00001eb375580	SD
Zm00001eb252690	SD
Zm00001eb367690	SD
Zm00001eb103320	SD
Zm00001eb042220	SD
Zm00001eb209910	SD
Zm00001eb082640	SD
Zm00001eb288540	SD
Zm00001eb107540	SD
Zm00001eb268660	SD
Zm00001eb177090	SD
Zm00001eb274440	SD
Zm00001eb303930	SD
Zm00001eb001680	SD
Zm00001eb122670	SD
Zm00001eb327300	SD
Zm00001eb028520	SD
Zm00001eb160790	SD
Zm00001eb393460	SD
Zm00001eb194630	SD
Zm00001eb113200	SD
Zm00001eb097740	SD
Zm00001eb251090	SD
Zm00001eb279820	SD
Zm00001eb313760	SD
Zm00001eb143410	SD
Zm00001eb356880	SD
Zm00001eb212330	SD
Zm00001eb322660	SD
Zm00001eb015800	SD
Zm00001eb091360	SD
Zm00001eb147010	SD
Zm00001eb183380	SD
Zm00001eb170050	SD
Zm00001eb069740	SD
Zm00001eb193720	SD
Zm00001eb428450	SD
Zm00001eb384770	SD
Zm00001eb241530	SD
Zm00001eb082480	SD
Zm00001eb204910	SD
Zm00001eb318290	SD
Zm00001eb265250	SD
Zm00001eb371960	SD
Zm00001eb036630	SD
Zm00001eb335140	SD
Zm00001eb150830	SD
Zm00001eb063360	SD
Zm00001eb240420	SD
Zm00001eb288320	SD
Zm00001eb191740	SD
Zm00001eb391120	SD
Zm00001eb161390	SD
Zm00001eb413930	SD
Zm00001eb206700	SD
Zm00001eb289700	SD
Zm00001eb192760	SD
Zm00001eb216440	SD
Zm00001eb219560	SD
Zm00001eb361120	SD
Zm00001eb300790	SD
Zm00001eb313650	SD
Zm00001eb179750	SD
Zm00001eb058820	SD
Zm00001eb096510	SD
Zm00001eb250960	SD
Zm00001eb178840	SD
Zm00001eb255100	SD
Zm00001eb389560	SD
Zm00001eb401060	SD
Zm00001eb291200	SD
Zm00001eb098880	SD
Zm00001eb216950	SD
Zm00001eb190150	SD
